open,high,low,close,volume,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
45295.8,45550.0,45155.6,45155.6,0.011,50824.2,923.022,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
45155.6,45460.0,45070.1,45070.1,0.014,50824.2,923.022,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006,52276.3,0.001
45070.1,46345.2,44966.8,44966.8,1.028,50824.2,897.362,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
44966.8,46000.0,44840.0,44840.0,0.08,50824.2,897.362,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
44840.0,45850.3,44771.8,44779.9,0.041,50824.2,897.362,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
44779.9,45070.1,44668.5,44668.5,0.012,50824.2,897.362,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
44668.5,45625.0,44600.0,44600.0,0.026,50824.2,897.362,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
44600.0,44600.0,44528.1,44528.1,10.001,50824.2,897.362,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
44528.1,45850.3,44444.0,44444.0,214.07,50824.2,897.362,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006,52276.3,0.001
44444.0,44444.0,44302.0,44302.0,63.17,50824.2,871.702,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
44302.0,44658.5,44244.0,44244.0,190.783,50824.2,871.702,50800.0,1000.006,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50971.7,0.001,50981.7,8.971,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001,52200.0,0.006
44244.0,45554.2,44199.4,44199.4,112.252,50800.0,871.708,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50121.1,0.001,50971.7,0.001,50981.7,8.971,51000.0,0.006,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001
44199.4,44199.4,44139.7,44139.7,0.002,50800.0,871.708,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50121.1,0.001,50971.7,0.001,50981.7,8.971,51000.0,0.006,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001
44139.7,44489.7,44044.0,44044.0,192.0,50800.0,871.708,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50121.1,0.001,50971.7,0.001,50981.7,8.971,51000.0,0.006,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001
44044.0,44479.7,44043.0,44043.0,287.932,50800.0,871.708,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50121.1,0.001,50971.7,0.001,50981.7,8.971,51000.0,0.006,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001,52195.1,0.001
44043.0,44043.0,44043.0,44043.0,263.935,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50121.1,0.001,50100.0,0.001,50770.4,128.292,50971.7,0.001,50981.7,8.971,51000.0,0.006,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001
44043.0,44043.0,44042.0,44042.0,287.952,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50121.1,0.001,50100.0,0.001,50767.6,0.001,50770.4,128.292,50981.7,8.971,51000.0,0.006,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001
44042.0,44042.0,43773.7,43773.7,236.474,50767.5,0.001,50751.1,0.001,50740.8,0.001,50713.1,0.001,50671.1,0.002,50666.6,0.019,50650.0,0.001,50600.0,0.019,50538.3,0.001,50512.2,0.001,50511.6,0.001,50431.4,0.001,50423.7,0.001,50419.8,0.001,50409.5,0.052,50400.0,0.006,50342.6,0.001,50338.1,0.002,50312.5,0.001,50305.0,0.001,50241.3,0.001,50200.0,0.006,50137.9,0.176,50121.1,0.001,50100.0,0.001,50767.6,0.001,50770.4,128.292,50981.7,8.971,51000.0,0.006,51200.0,0.005,51255.1,0.001,51394.6,0.001,51400.0,0.003,51404.3,0.001,51454.1,0.001,51486.6,0.001,51600.0,0.006,51672.7,0.001,51750.0,0.001,51793.5,0.001,51800.0,0.006,51824.6,0.001,51836.2,0.001,51953.9,0.001,52000.0,0.028,52090.3,0.001,52120.7,0.001,52133.0,0.001,52163.2,0.052,52187.5,0.001
